,Book,Author,Genres,Avg_Rating
7111,Advanced WORLDBUILDING: A creative writing guide.,Jaime Buckley,['Nonfiction'],3.79
7112,Armor,John Steakley,"['Science Fiction', 'Fiction', 'War', 'Fantasy', 'Science Fiction Fantasy']",4.11
7113,Six Years,Harlan Coben,"['Mystery', 'Thriller', 'Fiction', 'Mystery Thriller', 'Suspense', 'Crime', 'Audiobook']",3.84
7115,The Vagabond Vicar  (Hearts of Amberley #1),Charlotte Brentwood,"['Romance', 'Historical Fiction', 'Historical', 'Fiction']",3.96
7116,What Survives of Us (Colorado Chapters #1),Kathy Miner,"['Horror', 'Dystopia', 'Science Fiction', 'Fantasy', 'Fiction']",4.31
7117,Hocus Pocus,Teresa Roblin,"['Romance', 'Fantasy', 'Paranormal', 'Contemporary Romance', 'Magic']",3.3
7118,Mother of Pearl,Melinda Haynes,"['Fiction', 'Historical Fiction', 'Historical', 'Contemporary', 'Literary Fiction', 'Novels']",3.69
7119,"God Emperor of Dune (Dune, #4)",Frank Herbert,"['Science Fiction', 'Fiction', 'Fantasy', 'Science Fiction Fantasy', 'Classics', 'Audiobook']",3.87
7123,Blonde,Joyce Carol Oates,"['Fiction', 'Historical Fiction', 'Historical', 'Novels', 'Literary Fiction', 'American', 'Literature']",3.96
7124,A Dark-Adapted Eye,Barbara Vine,"['Mystery', 'Fiction', 'Crime', 'Thriller', 'Mystery Thriller', 'Suspense', 'Historical Fiction']",3.93
7125,The Complete Shakespeare Sonnets,Charline Spektor,"['Poetry', 'Classics', 'Adult']",4.39
7126,"The Fires of Heaven (The Wheel of Time, #5)",Robert Jordan,"['Fiction', 'Fantasy', 'High Fantasy', 'Science Fiction Fantasy', 'Audiobook']",4.19
7127,Rainbirds,Clarissa Goenawan,"['Fiction', 'Mystery', 'Contemporary', 'Mystery Thriller', 'Literary Fiction', 'Adult']",3.49
7128,"The Novice (Summoner, #1)",Taran Matharu,"['Fantasy', 'Young Adult', 'Magic', 'Fiction', 'High Fantasy']",4.12
7130,Holding Up the Universe,Jennifer Niven,"['Young Adult', 'Romance', 'Contemporary', 'Fiction', 'Audiobook']",3.73
7131,NO is not enough - defeating the new shock politics,Naomi Klein,"['Nonfiction', 'Politics', 'History', 'Audiobook']",4.12
7132,"Advise and Consent (Advise and Consent, #1)",Allen Drury,"['Fiction', 'Politics', 'Historical Fiction', 'Classics', 'Literature', 'Novels', 'Literary Fiction']",4.09
7133,"The Shadow of What Was Lost (The Licanius Trilogy, #1)",James  Islington,"['Fantasy', 'Fiction', 'High Fantasy', 'Adult', 'Magic', 'Audiobook']",4.15
7134,"The Affair (Jack Reacher, #16; Chronological Order, #3)",Lee Child,"['Thriller', 'Fiction', 'Mystery', 'Crime', 'Suspense', 'Mystery Thriller']",4.14
7135,"The Dark Web Murders (Inspector Sheehan Mysteries, #4)",Brian O'Hare,"['Mystery', 'Mystery Thriller']",4.22
7136,Salvage the Bones,Jesmyn Ward,"['Fiction', 'Contemporary', 'Literary Fiction', 'Historical Fiction', 'Novels', 'Adult Fiction']",3.95
7137,The Complete Robot (Robot #0.3),Isaac Asimov,"['Science Fiction', 'Fiction', 'Short Stories', 'Classics', 'Science Fiction Fantasy', 'Fantasy']",4.33
7138,The Line of Beauty,Alan Hollinghurst,"['Fiction', 'Literary Fiction', 'Historical Fiction', 'British Literature']",3.74
7139,The Watchers: The Tomb,Carl Novakovich,"['Contemporary', 'Novels', 'Drama']",4.28
7140,the-art-of-possibility,rosamund-stone-zander,"['Nonfiction', 'Self Help', 'Business', 'Psychology', 'Personal Development', 'Philosophy']",3.94
7141,The Motivation Manifesto: 9 Declarations to Claim Your Personal Power,Brendon Burchard,"['Self Help', 'Personal Development', 'Nonfiction', 'Psychology', 'Business', 'Philosophy']",4.0
7142,"One Step Behind  (Kurt Wallander, #7)",Henning Mankell,"['Mystery', 'Crime', 'Fiction', 'Thriller']",4.1
7143,It Doesn't Have to Be Crazy at Work,Jason Fried,"['Business', 'Nonfiction', 'Self Help']",4.01
7144,Competing Against Luck,Clayton M. Christensen,"['Business', 'Nonfiction']",4.14
7145,Temple,Matthew Reilly,"['Thriller', 'Fiction', 'Adventure', 'Mystery', 'Suspense', 'Mystery Thriller']",4.06
7146,"Diplomats & Admirals: From Failed Negotiations and Tragic Misjudgments to Powerful Leaders and Heroic Deeds, the Untold Story of the Pacific War from Pearl Harbor to Midway",Dale A. Jenkins,"['History', 'War', 'Nonfiction']",4.28
7147,The Hatbox Letters,Beth Powning,"['Fiction', 'Literature']",3.12
7148,عمارة يعقوبيان,علاء الأسواني,"['Fiction', 'Novels', 'Literature', 'Historical Fiction', 'Contemporary']",3.7
7150,"Glass (Crank, #2)",Ellen Hopkins,"['Young Adult', 'Poetry', 'Fiction', 'Contemporary']",4.29
7151,The Cure,Sonia Levitin,"['Historical Fiction', 'Science Fiction', 'Young Adult', 'Fiction', 'Dystopia', 'Historical']",3.8
7152,"Goddess of Spring (Goddess Summoning, #2)",P.C. Cast,"['Romance', 'Fantasy', 'Paranormal', 'Fiction', 'Magic']",4.2
7153,"Collected Poems, 1947-1980",Allen Ginsberg,"['Poetry', 'Classics', 'American', 'Fiction', 'Literature']",4.18
7154,"The Physick Book of Deliverance Dane (The Physick Book, #1)",Katherine Howe,"['Historical Fiction', 'Fiction', 'Fantasy', 'Mystery', 'Historical', 'Paranormal']",3.72
7155,Desiring God: Meditations of a Christian Hedonist,John Piper,"['Christian', 'Nonfiction', 'Religion']",4.16
7156,"Märchenmond (Märchenmond, #1)",Wolfgang Hohlbein,"['Fantasy', 'Young Adult', 'Fiction', 'High Fantasy', 'Childrens']",3.87
7157,Amplified Bible,Anonymous,"['Christian', 'Religion', 'Nonfiction', 'Spirituality']",4.7
7158,The Life of Elizabeth I,Alison Weir,"['History', 'Biography', 'Nonfiction', 'Historical', 'British Literature', 'Biography Memoir']",4.03
7159,The Weight of Silence,Heather Gudenkauf,"['Fiction', 'Mystery', 'Suspense', 'Thriller', 'Contemporary', 'Mystery Thriller', 'Adult']",3.94
7160,La mort est mon métier,Robert Merle,"['History', 'War', 'Classics', 'Historical']",4.35
7161,"Odd Hours (Odd Thomas, #4)",Dean Koontz,"['Horror', 'Fiction', 'Fantasy', 'Thriller', 'Mystery', 'Paranormal']",3.96
7162,Dirt: The Erosion of Civilizations,David R. Montgomery,"['History', 'Science', 'Nonfiction']",4.02
7163,On Becoming a Person: A Therapist's View of Psychotherapy,Carl R. Rogers,"['Psychology', 'Nonfiction', 'Self Help', 'Philosophy', 'Science']",4.16
7164,"Blackout (Newsflesh, #3)",Mira Grant,"['Horror', 'Science Fiction', 'Fiction', 'Dystopia', 'Young Adult']",4.09
7165,Song of Myself,Walt Whitman,"['Poetry', 'Classics', 'Fiction', 'School', 'Literature', 'American']",4.16
7166,മയ്യഴിപ്പുഴയുടെ തീരങ്ങളിൽ | Mayyazhippuzhayude Theerangalil,M. Mukundan,"['Fiction', 'Novels', 'Classics', 'Historical Fiction', 'Historical']",4.17
7167,"A Grimm Warning (The Land of Stories, #3)",Chris Colfer,"['Fantasy', 'Middle Grade', 'Fiction', 'Young Adult', 'Childrens', 'Adventure']",4.47
7168,Your Leadership Edge,Ravinder Tulsiani,"['Business', 'Self Help', 'Nonfiction', 'Personal Development']",4.06
7169,Last Man in Tower,Aravind Adiga,"['Fiction', 'Contemporary', 'Novels', 'Literature']",3.56
7170,Unfinished Tales of Númenor and Middle-Earth,J.R.R. Tolkien,"['Fantasy', 'Fiction', 'Classics', 'High Fantasy', 'Short Stories', 'Science Fiction Fantasy']",3.99
7171,By My Choice... A Valentine's Day Story,Christine Blackthorn,"['Paranormal', 'Romance']",4.08
7172,Elmer Gantry,Sinclair Lewis,"['Fiction', 'Classics', 'Religion', 'Literature', 'Historical Fiction', 'American', 'Novels']",4.0
7173,"One, Two, Three...Infinity: Facts and Speculations of Science",George Gamow,"['Science', 'Nonfiction', 'Philosophy', 'Classics']",4.2
7174,Hangman's Creek,Kol Anderson,['Horror'],4.5
7178,Cuts Like An Angel,Mason Sabre,"['Romance', 'Suspense', 'Adult Fiction', 'Contemporary Romance']",4.5
7179,Decline and Fall,Evelyn Waugh,"['Fiction', 'Classics', 'Humor', 'Literature', 'British Literature', 'Novels']",3.84
7180,"City of Stairs (The Divine Cities, #1)",Robert Jackson Bennett,"['Fantasy', 'Fiction', 'Mystery', 'Urban Fantasy', 'Science Fiction', 'Adult', 'High Fantasy']",4.09
7182,Percy Jackson's Greek Heroes,Rick Riordan,"['Fantasy', 'Young Adult', 'Middle Grade', 'Fiction', 'Adventure']",4.45
7183,The Amityville Horror,Jay Anson,"['Horror', 'Fiction', 'Paranormal', 'Thriller', 'Classics', 'Audiobook']",3.84
7184,Leonardo da Vinci,Walter Isaacson,"['Biography', 'Nonfiction', 'History', 'Science', 'Biography Memoir', 'Audiobook']",4.19
7185,The Friend,Teresa Driscoll,"['Thriller', 'Mystery', 'Fiction', 'Suspense', 'Mystery Thriller', 'Audiobook']",4.04
7186,"The Lady's Guide to Petticoats and Piracy (Montague Siblings, #2)",Mackenzi Lee,"['Historical Fiction', 'Young Adult', 'Historical', 'Fantasy', 'Fiction', 'Audiobook']",4.06
7187,168 Hours: You Have More Time Than You Think,Laura Vanderkam,"['Nonfiction', 'Self Help', 'Personal Development', 'Business', 'Audiobook', 'Psychology']",3.6
7188,"You (You, #1)",Caroline Kepnes,"['Thriller', 'Fiction', 'Mystery', 'Mystery Thriller', 'Contemporary', 'Audiobook', 'Adult']",3.95
7189,Fooled by Randomness: The Hidden Role of Chance in Life and in the Markets,Nassim Nicholas Taleb,"['Nonfiction', 'Business', 'Psychology', 'Philosophy', 'Science']",4.08
7190,"Ozma of Oz (Oz, #3)",L. Frank Baum,"['Fantasy', 'Classics', 'Childrens', 'Fiction', 'Young Adult', 'Adventure', 'Middle Grade']",3.95
7191,Stone Soup,Marcia Brown,"['Childrens', 'Fiction', 'Classics']",4.24
7192,"Boneshaker (The Clockwork Century, #1)",Cherie Priest,"['Fantasy', 'Science Fiction', 'Fiction', 'Horror']",3.52
7193,Uncharted,Angela Elwell Hunt,"['Fiction', 'Christian', 'Contemporary', 'Fantasy', 'Adult', 'Thriller']",3.64
7194,The Emigrants,W.G. Sebald,"['Fiction', 'Historical Fiction', 'Novels', 'Literature']",4.16
7195,The Cross and the Switchblade,David Wilkerson,"['Christian', 'Nonfiction', 'Biography', 'Religion', 'Memoir']",4.24
7196,The Leadership Challenge,James M. Kouzes,"['Business', 'Nonfiction', 'Self Help', 'Personal Development']",4.01
7197,Love Poems from God: Twelve Sacred Voices from the East and West,Daniel Ladinsky,"['Poetry', 'Spirituality', 'Religion', 'Philosophy', 'Nonfiction', 'Classics']",4.26
7198,Knowing God,J.I. Packer,"['Christian', 'Nonfiction', 'Religion']",4.31
7199,A Treatise of Human Nature,David Hume,"['Philosophy', 'Nonfiction', 'Classics', 'Psychology', 'Politics', 'Science']",3.93
7200,The Healing,Jonathan Odell,"['Fiction', 'Historical Fiction', 'Historical', 'Adult Fiction', 'Adult']",4.0
7201,"Finally (Willow Falls, #2)",Wendy Mass,"['Middle Grade', 'Fantasy', 'Fiction', 'Young Adult', 'Childrens', 'Contemporary']",4.18
7202,"Fallen Crest High (Fallen Crest High, #1)",Tijan,"['Romance', 'New Adult', 'Young Adult', 'Contemporary', 'Contemporary Romance']",4.08
7203,Palace Walk / Palace of Desire / Sugar Street (The Cairo Trilogy #1-3),Naguib Mahfouz,"['Fiction', 'Historical Fiction', 'Classics', 'Literature', 'Novels']",4.45
7204,The Twins,Tessa de Loo,"['Fiction', 'Historical Fiction', 'School', 'Literature', 'Historical', 'War']",3.61
7205,Night and Day,Virginia Woolf,"['Classics', 'Fiction', 'Romance', 'Literature', 'Novels', 'British Literature']",3.76
7206,The Sound of One Hand Clapping,Richard Flanagan,"['Fiction', 'Historical Fiction', 'Literary Fiction', 'Contemporary', 'Literature']",3.76
7207,"K-Pax (K-Pax, #1)",Gene Brewer,"['Science Fiction', 'Fiction', 'Psychology', 'Novels', 'Mystery', 'Fantasy']",4.1
7208,In the Kingdom of Ice: The Grand and Terrible Polar Voyage of the USS Jeannette,Hampton Sides,"['Nonfiction', 'History', 'Adventure', 'Historical']",4.25
7209,Swami and Friends,R.K. Narayan,"['Fiction', 'Classics', 'Humor', 'Childrens', 'Short Stories']",4.22
7210,Croquetas y wasaps,Begoña Oro,"['Contemporary', 'Humor']",3.54
7211,Dividers,Travis Adams Irish,['Fiction'],3.68
7212,"The Man in the Brown Suit (Colonel Race, #1)",Agatha Christie,"['Mystery', 'Fiction', 'Crime', 'Classics', 'Mystery Thriller', 'Thriller']",3.95
7213,"Lock In (Lock In, #1)",John Scalzi,"['Science Fiction', 'Fiction', 'Mystery', 'Audiobook', 'Thriller', 'Crime', 'Science Fiction Fantasy']",3.9
7214,The Little Sentinel Of The Sierra Nevada,Paul        Williams,['Historical Fiction'],4.18
7215,I'll Sing for my Dinner,B.R. Kingsolver,"['Romance', 'Contemporary Romance', 'Young Adult', 'New Adult']",3.96
7216,"Lover Mine (Black Dagger Brotherhood, #8)",J.R. Ward,"['Paranormal', 'Romance', 'Fantasy', 'Urban Fantasy', 'Adult']",4.39
7217,"Lover Avenged (Black Dagger Brotherhood, #7)",J.R. Ward,"['Paranormal', 'Romance', 'Fantasy', 'Urban Fantasy', 'Adult']",4.36
7218,"Neanderthal Seeks Human (Knitting in the City, #1)",Penny Reid,"['Romance', 'Contemporary', 'Contemporary Romance', 'Chick Lit', 'Humor', 'Fiction', 'Adult']",3.89
7220,"World After (Penryn & the End of Days, #2)",Susan Ee,"['Fantasy', 'Young Adult', 'Dystopia', 'Paranormal', 'Romance']",4.15
7222,Homegoing,Yaa Gyasi,"['Historical Fiction', 'Fiction', 'Historical', 'Literary Fiction', 'Audiobook']",4.47
7223,Bloodchild and Other Stories,Octavia E. Butler,"['Short Stories', 'Science Fiction', 'Fiction', 'Fantasy', 'Horror', 'Science Fiction Fantasy']",4.36
7224,Rascal,Sterling North,"['Animals', 'Fiction', 'Childrens', 'Classics', 'Young Adult', 'Middle Grade', 'Historical Fiction']",4.16
7226,The Devil of Nanking,Mo Hayder,"['Horror', 'Thriller', 'Fiction', 'Mystery', 'Historical Fiction', 'Crime']",3.92
7228,The Moviegoer,Walker Percy,"['Fiction', 'Classics', 'Literature', 'Novels', 'American', 'Literary Fiction']",3.66
7229,The Darkest Part of the Forest,Holly Black,"['Fantasy', 'Young Adult', 'Romance', 'Fiction', 'Urban Fantasy']",3.87
7230,"Chainfire (Sword of Truth, #9)",Terry Goodkind,"['Fantasy', 'Fiction', 'Science Fiction Fantasy', 'High Fantasy', 'Magic', 'Adventure']",3.95
7231,The Starchild Compact,Robert G. Williscroft,"['Science Fiction', 'Drama', 'Novels']",4.27
7232,Humankind: A Hopeful History,Rutger Bregman,"['Nonfiction', 'History', 'Psychology', 'Philosophy', 'Science', 'Politics']",4.33
7233,If We Were Villains,M.L. Rio,"['Mystery', 'Fiction', 'Thriller', 'Contemporary', 'Mystery Thriller', 'Adult']",4.22
7234,"A Good Girl's Guide to Murder (A Good Girl's Guide to Murder, #1)",Holly  Jackson,"['Mystery', 'Young Adult', 'Thriller', 'Mystery Thriller', 'Fiction', 'Contemporary', 'Crime']",4.35
7235,Project Hail Mary,Andy Weir,"['Science Fiction', 'Fiction', 'Audiobook', 'Fantasy', 'Adult', 'Thriller']",4.52
7236,In the Night Kitchen,Maurice Sendak,"['Childrens', 'Fiction', 'Fantasy', 'Classics']",4.01
7237,Contagious: Why Things Catch On,Jonah Berger,"['Business', 'Nonfiction', 'Psychology', 'Science', 'Self Help', 'Audiobook']",3.97
7238,"The Burning Room (Harry Bosch, #17; Harry Bosch Universe, #26)",Michael Connelly,"['Mystery', 'Fiction', 'Crime', 'Thriller', 'Audiobook', 'Mystery Thriller']",4.12
7239,"Fear Nothing (Moonlight Bay, #1)",Dean Koontz,"['Horror', 'Fiction', 'Thriller', 'Mystery', 'Suspense', 'Science Fiction', 'Fantasy']",4.0
7240,Cradle to Cradle: Remaking the Way We Make Things,William McDonough,"['Nonfiction', 'Science', 'Business']",4.1
7241,"Wayside School Boxed Set (Wayside School, #1-3)",Louis Sachar,"['Fiction', 'Childrens', 'Humor', 'Young Adult', 'Audiobook', 'Fantasy', 'Middle Grade']",4.43
7243,The Country Bunny and the Little Gold Shoes,DuBose Heyward,"['Childrens', 'Fiction', 'Classics', 'Animals']",4.34
7244,"Intwine (Intwine, #1)",Christina Moss,"['Science Fiction', 'Romance', 'Young Adult']",4.06
7245,The Green Book,Jill Paton Walsh,"['Science Fiction', 'Fiction', 'Childrens', 'Young Adult', 'Middle Grade', 'School', 'Fantasy']",3.68
7246,The Satyricon,Petronius,"['Classics', 'Fiction', 'Poetry', 'Literature']",3.79
7247,"Dark Days (Skulduggery Pleasant, #4)",Derek Landy,"['Fantasy', 'Young Adult', 'Magic', 'Urban Fantasy', 'Fiction', 'Mystery', 'Adventure']",4.43
7248,"The Faceless Ones (Skulduggery Pleasant, #3)",Derek Landy,"['Fantasy', 'Young Adult', 'Urban Fantasy', 'Fiction', 'Magic', 'Mystery', 'Adventure']",4.4
7249,"Tough Times Never Last, But Tough People Do!",Robert H. Schuller,"['Self Help', 'Nonfiction', 'Christian', 'Business', 'Psychology']",4.2
7250,Zebra Forest,Adina Rishe Gewirtz,"['Middle Grade', 'Young Adult', 'Historical Fiction', 'Fiction', 'Childrens']",3.74
7251,The Earth,Émile Zola,"['Classics', 'Fiction', 'Literature', 'Novels']",4.09
7252,"The Crimson Crown (Seven Realms, #4)",Cinda Williams Chima,"['Fantasy', 'Young Adult', 'Magic', 'Romance', 'High Fantasy', 'Fiction']",4.47
7253,Oscar and Lucinda,Peter Carey,"['Fiction', 'Historical Fiction', 'Romance', 'Historical', 'Classics', 'Literary Fiction']",3.73
7254,"Bone, Vol. 1: Out from Boneville (Bone, #1)",Jeff Smith,"['Fantasy', 'Fiction', 'Adventure', 'Young Adult', 'Humor']",4.19
7255,The Black Arrow,Robert Louis Stevenson,"['Classics', 'Historical Fiction', 'Fiction', 'Adventure', 'Historical', 'Young Adult', 'Literature']",3.8
7256,"The Healer's Apprentice (Hagenheim, #1)",Melanie Dickerson,"['Historical Fiction', 'Romance', 'Young Adult', 'Fantasy', 'Christian', 'Historical']",3.81
7257,"City of Bones / City of Ashes / City of Glass / City of Fallen Angels / City of Lost Souls (The Mortal Instruments, #1-5)",Cassandra Clare,"['Fantasy', 'Young Adult', 'Romance', 'Paranormal', 'Urban Fantasy', 'Fiction']",4.57
7258,My American Journey,Colin Powell,"['Biography', 'Nonfiction', 'Politics', 'History', 'Autobiography', 'Memoir']",4.07
7259,The Thin Man,Dashiell Hammett,"['Mystery', 'Fiction', 'Classics', 'Crime', 'Mystery Thriller']",3.92
7260,The Star Wars Trilogy,George Lucas,"['Science Fiction', 'Fiction', 'Fantasy', 'Classics', 'Adventure']",4.26
7261,A Shot of Faith (to the Head): Be a Confident Believer in an Age of Cranky Atheists,Mitch Stokes,"['Philosophy', 'Nonfiction', 'Christian', 'Religion', 'Science']",4.21
7262,This Divided Island: Stories from the Sri Lankan War,Samanth Subramanian,"['Nonfiction', 'History', 'War', 'Politics']",4.36
7263,"The Red Knight (The Traitor Son Cycle, #1)",Miles  Cameron,"['Fantasy', 'Fiction', 'High Fantasy', 'Adult', 'Magic']",4.1
7265,Miss Julie,August Strindberg,"['Classics', 'Drama', 'Fiction']",3.45
7267,"Enna Burning (The Books of Bayern, #2)",Shannon Hale,"['Fantasy', 'Young Adult', 'Fiction', 'Romance', 'Adventure']",3.99
7269,Resistance,Allana Kephart,"['Fantasy', 'New Adult', 'Dystopia', 'Young Adult', 'Paranormal']",4.37
7271,The Complete Dead Sea Scrolls in English,Anonymous,"['Religion', 'History', 'Nonfiction', 'Philosophy']",4.02
7272,"Friendlationships: From Like, to Like Like, to Love in Your Twenties",Jeff  Taylor,[],3.51
7273,The Mark of the Horse Lord,Rosemary Sutcliff,"['Historical Fiction', 'Fiction', 'Historical', 'Young Adult', 'Adventure', 'Fantasy', 'Classics']",4.18
7274,"Size 12 Is Not Fat (Heather Wells, #1)",Meg Cabot,"['Chick Lit', 'Mystery', 'Romance', 'Fiction', 'Contemporary', 'Adult', 'Young Adult']",3.76
7275,Men We Reaped,Jesmyn Ward,"['Nonfiction', 'Memoir', 'Biography', 'Biography Memoir']",4.29
7276,Creepshow,Stephen King,"['Horror', 'Fiction', 'Short Stories', 'Fantasy']",4.07
7277,Annabel Horton: Lost Witch of Salem,Vera Jane Cook,"['Historical Fiction', 'Paranormal', 'Fantasy', 'Fiction', 'Historical']",4.21
7278,The Unremembered Girl,Eliza Maxwell,"['Fiction', 'Mystery', 'Thriller', 'Suspense', 'Mystery Thriller', 'Drama', 'Adult']",3.83
7279,The Dinner,Herman Koch,"['Fiction', 'Mystery', 'Thriller', 'Contemporary', 'Mystery Thriller', 'Audiobook', 'Adult']",3.22
7280,The Bone Clocks,David Mitchell,"['Fiction', 'Fantasy', 'Science Fiction', 'Literary Fiction', 'Contemporary', 'Dystopia']",3.84
7281,The Marsh King's Daughter,Karen Dionne,"['Thriller', 'Fiction', 'Mystery', 'Suspense', 'Mystery Thriller', 'Crime', 'Audiobook']",3.88
7282,The Shadows,Alex North,"['Horror', 'Thriller', 'Mystery', 'Fiction', 'Mystery Thriller', 'Audiobook', 'Adult']",3.74
7283,Making Amends,D.J. Callaghan,"['Fiction', 'Drama']",4.2
7284,"Never Go Back (Jack Reacher, #18)",Lee Child,"['Thriller', 'Fiction', 'Mystery', 'Crime', 'Suspense', 'Mystery Thriller']",4.08
7285,"Seven Deadly Wonders (Jack West Jr, #1)",Matthew Reilly,"['Thriller', 'Fiction', 'Adventure', 'Mystery', 'Fantasy', 'Mystery Thriller']",4.09
7286,"Hallowe'en Party (Hercule Poirot, #41)",Agatha Christie,"['Mystery', 'Fiction', 'Crime', 'Classics', 'Mystery Thriller']",3.66
7287,The American Dream & The Zoo Story,Edward Albee,"['Drama', 'Fiction', 'Classics', 'American', 'School']",3.92
7288,"The Wire in the Blood (Tony Hill & Carol Jordan, #2)",Val McDermid,"['Mystery', 'Crime', 'Fiction', 'Thriller', 'Mystery Thriller', 'Suspense']",4.16
7289,Jack: Straight from the Gut,Jack Welch,"['Business', 'Biography', 'Nonfiction', 'Autobiography', 'Memoir']",3.82
7290,Guernica,Dave Boling,"['Historical Fiction', 'Fiction', 'War', 'Historical']",4.03
7291,The Art of Devotion,Samantha Bruce-Benjamin,"['Fiction', 'Romance', 'Historical Fiction', 'Literary Fiction', 'Contemporary']",3.53
7292,Airs Above the Ground,Mary  Stewart,"['Mystery', 'Fiction', 'Romance', 'Suspense', 'Thriller']",4.09
7293,"Eona: The Last Dragoneye (Eon, #2)",Alison Goodman,"['Fantasy', 'Young Adult', 'Romance', 'Magic', 'Fiction', 'High Fantasy']",4.11
7294,A Christmas Carol / The Chimes / The Cricket on the Hearth,Charles Dickens,"['Classics', 'Fiction', 'Short Stories', 'Literature', 'Fantasy']",4.14
7295,The Ground of Union: Deification in Aquinas and Palamas,A.N. Williams,['Religion'],4.62
7296,"The Exiled Queen (Seven Realms, #2)",Cinda Williams Chima,"['Fantasy', 'Young Adult', 'Magic', 'Romance', 'High Fantasy', 'Fiction']",4.33
7297,"Tsubasa: RESERVoir CHRoNiCLE, Vol. 1",CLAMP,"['Fantasy', 'Romance', 'Adventure', 'Young Adult']",4.13
7298,"Maisie Dobbs (Maisie Dobbs, #1)",Jacqueline Winspear,"['Mystery', 'Historical Fiction', 'Fiction', 'Historical', 'Audiobook', 'Mystery Thriller']",3.92
7299,"Devil in a Blue Dress (Easy Rawlins, #1)",Walter Mosley,"['Mystery', 'Fiction', 'Crime', 'Mystery Thriller', 'Historical Fiction']",3.87
7300,Idylls of the King,Alfred Tennyson,"['Poetry', 'Classics', 'Fantasy', 'Fiction', 'Historical Fiction']",3.96
7301,"Eon: Dragoneye Reborn (Eon, #1)",Alison Goodman,"['Fantasy', 'Young Adult', 'Magic', 'Fiction', 'High Fantasy']",3.96
7302,"A Song of Ice and Fire (A Song of Ice and Fire, #1-5)",George R.R. Martin,"['Fantasy', 'Fiction', 'Science Fiction Fantasy', 'Adventure', 'Novels', 'High Fantasy']",4.6
7303,Crush,Richard Siken,"['Poetry', 'Romance', 'Contemporary', 'Fiction']",4.33
7304,"The Year of Secret Assignments (Ashbury/Brookfield, #2)",Jaclyn Moriarty,"['Young Adult', 'Contemporary', 'Fiction', 'Romance', 'Humor']",3.91
7308,Reclaim Your Heart: Personal Insights on Breaking Free from Life's Shackles,Yasmin Mogahed,"['Nonfiction', 'Self Help', 'Religion', 'Spirituality', 'Psychology']",4.41
7309,My Place,Sally Morgan,"['Nonfiction', 'Biography', 'Memoir', 'Autobiography', 'History', 'Classics']",3.96
7310,Krabat,Otfried Preußler,"['Fantasy', 'Classics', 'Fiction', 'Young Adult', 'Childrens', 'School']",3.93
7311,"Lover Unleashed (Black Dagger Brotherhood, #9)",J.R. Ward,"['Paranormal', 'Romance', 'Fantasy', 'Urban Fantasy', 'Adult']",4.27
7312,Phantoms in the Brain: Probing the Mysteries of the Human Mind,V.S. Ramachandran,"['Psychology', 'Science', 'Nonfiction']",4.26
7313,The Room,Jonas Karlsson,"['Fiction', 'Contemporary', 'Fantasy', 'Humor', 'Audiobook']",3.58
7314,Atemschaukel,Herta MÃ¼ller,"['Fiction', 'Historical Fiction', 'Historical']",3.89
7315,Disabling Professions,Ivan Illich,"['Nonfiction', 'Philosophy', 'Politics']",4.15
7316,The Minority Report,Philip K. Dick,"['Science Fiction', 'Fiction', 'Short Stories', 'Dystopia', 'Classics', 'Science Fiction Fantasy', 'Mystery']",3.84
7318,"Melt (TimeBend, #1)",Ann  Denton,['Dystopia'],3.91
7319,When Helping Hurts: How to Alleviate Poverty Without Hurting the Poor . . . and Yourself,Steve Corbett,"['Christian', 'Nonfiction']",4.19
7320,"The Innocence of Father Brown (Father Brown, #1)",G.K. Chesterton,"['Mystery', 'Fiction', 'Classics', 'Short Stories', 'Crime', 'Audiobook']",3.82
7321,"Anne's House of Dreams (Anne of Green Gables, #5)",L.M. Montgomery,"['Classics', 'Fiction', 'Young Adult', 'Historical Fiction', 'Childrens', 'Romance', 'Historical']",4.16
7323,Superstoe,William Borden,"['Politics', 'Humor']",4.24
7324,"Hunting Harkonnens (Legends of Dune, #0.5)",Brian Herbert,"['Science Fiction', 'Short Stories', 'Fiction', 'Adventure', 'Science Fiction Fantasy', 'Classics']",3.66
7325,"End of Watch (Bill Hodges Trilogy, #3)",Stephen King,"['Horror', 'Fiction', 'Thriller', 'Mystery', 'Crime', 'Audiobook', 'Mystery Thriller']",4.09
7326,Translations,Brian Friel,"['Drama', 'Historical Fiction', 'Classics']",3.83
7327,"Wednesday's Child (Inspector Banks, #6)",Peter Robinson,"['Mystery', 'Crime', 'Fiction', 'British Literature', 'Thriller', 'Audiobook', 'Mystery Thriller']",4.02
7328,Peak: Secrets from the New Science of Expertise,K. Anders Ericsson,"['Psychology', 'Nonfiction', 'Self Help', 'Science', 'Business', 'Personal Development']",4.21
7330,"Carpe Jugulum (Discworld, #23; Witches, #6)",Terry Pratchett,"['Fantasy', 'Fiction', 'Humor', 'Science Fiction Fantasy']",4.16
7331,Friday,Robert A. Heinlein,"['Science Fiction', 'Fiction', 'Science Fiction Fantasy', 'Fantasy', 'Adventure', 'Audiobook']",3.84
7332,"Wyn (Monstrous, #3.5)",Lily Mayne,"['Fantasy', 'Romance', 'Paranormal', 'Dystopia']",4.42
7333,In Search of Excellence,Thomas J. Peters,"['Business', 'Nonfiction', 'Self Help']",3.9
